0,1,2,3,4,output_0,output_1,output_2,output_3,output_4,exec_time(s),avg_cpu_util(%),core_load(%)
11,18,0,4,16,0,1,8,2,3,1575668.154,16.84,0.03125
4,16,9,18,10,0,3,1,8,2,1575668.154,16.84,0.03125
19,17,0,2,6,8,3,1,0,2,1575668.154,16.84,0.03125
6,0,3,18,2,0,1,8,2,3,1575668.154,16.84,0.03125
18,0,9,15,3,1,3,8,0,2,1575668.154,16.84,0.03125
10,19,7,3,11,1,3,8,0,2,1575668.154,16.84,0.03125
18,15,4,10,16,1,3,8,0,2,1575668.154,16.84,0.03125
17,9,15,12,1,0,1,8,3,2,1575668.154,16.84,0.03125
8,4,18,15,2,0,1,3,8,2,1575668.154,16.84,0.03125
13,5,7,9,12,8,3,1,0,2,1575668.154,16.84,0.03125
5,11,9,19,3,0,1,3,8,2,1575668.154,16.84,0.03125
0,19,7,6,9,0,3,8,1,2,1575668.154,16.84,0.03125
16,13,14,0,2,0,3,8,1,2,1575668.154,16.84,0.03125
12,3,10,15,17,0,3,1,8,2,1575668.154,16.84,0.03125
7,12,13,6,15,8,3,1,0,2,1575668.154,16.84,0.03125
0,8,18,12,4,0,1,8,2,3,1575668.154,16.84,0.03125
9,14,17,2,12,1,3,8,0,2,1575668.154,16.84,0.03125
11,12,14,19,16,0,2,1,8,3,1575668.154,16.84,0.03125
1,17,7,8,6,0,2,1,8,3,1575668.154,16.84,0.03125
10,4,16,2,12,0,2,1,8,3,1575668.154,16.84,0.03125
3,2,17,18,4,0,1,3,8,2,1575668.154,16.84,0.03125
15,7,3,2,13,0,3,8,1,2,1575668.154,16.84,0.03125
15,1,18,10,14,1,3,8,0,2,1575668.154,16.84,0.03125
3,1,7,10,19,0,3,1,8,2,1575668.154,16.84,0.03125
8,13,19,5,9,0,1,8,2,3,1575668.154,16.84,0.03125
13,15,5,16,1,0,3,8,1,2,1575668.154,16.84,0.03125
4,10,7,14,18,0,3,1,8,2,1575668.154,16.84,0.03125
3,8,0,7,5,0,3,8,1,2,1575668.154,16.84,0.03125
0,17,1,10,13,0,3,8,1,2,1575668.154,16.84,0.03125
1,9,5,3,14,0,3,8,1,2,1575668.154,16.84,0.03125
11,15,17,5,16,1,3,8,0,2,1575668.154,16.84,0.03125
0,17,12,11,3,1,3,8,0,2,1575668.154,16.84,0.03125
7,6,19,16,13,0,3,8,1,2,1575668.154,16.84,0.03125
6,12,1,17,5,1,3,8,0,2,1575668.154,16.84,0.03125
0,8,19,7,1,1,0,2,3,8,1575668.154,16.84,0.03125
16,8,11,15,14,0,3,1,8,2,1575668.154,16.84,0.03125
19,3,17,5,1,0,1,8,2,3,1575668.154,16.84,0.03125
8,14,9,2,10,0,3,1,8,2,1575668.154,16.84,0.03125
14,9,2,18,15,8,3,1,0,2,1575668.154,16.84,0.03125
0,19,14,18,2,0,1,8,2,3,1575668.154,16.84,0.03125
3,12,6,19,9,0,3,1,8,2,1575668.154,16.84,0.03125
10,15,1,8,2,0,1,3,8,2,1575668.154,16.84,0.03125
16,19,17,14,6,0,1,8,2,3,1575668.154,16.84,0.03125
11,6,17,12,13,0,3,8,1,2,1575668.154,16.84,0.03125
0,5,17,1,4,8,3,1,0,2,1575668.154,16.84,0.03125
16,9,17,8,19,0,3,1,8,2,1575668.154,16.84,0.03125
16,13,7,15,8,0,1,3,8,2,1575668.154,16.84,0.03125
1,16,19,7,3,0,3,8,1,2,1575668.154,16.84,0.03125
3,10,16,13,9,1,3,8,0,2,1575668.154,16.84,0.03125
18,19,15,12,16,1,3,8,0,2,1575668.154,16.84,0.03125
7,19,12,18,0,0,3,8,1,2,1575668.154,16.84,0.03125
14,4,11,1,16,0,1,3,8,2,1575668.154,16.84,0.03125
9,1,18,10,6,0,1,8,2,3,1575668.154,16.84,0.03125
2,17,1,16,19,8,3,1,0,2,1575668.154,16.84,0.03125
0,10,7,13,5,0,3,1,8,2,1575668.154,16.84,0.03125
11,0,13,6,18,0,1,8,2,3,1575668.154,16.84,0.03125
9,8,15,10,7,1,3,8,0,2,1575668.154,16.84,0.03125
19,2,8,12,14,0,3,1,8,2,1575668.154,16.84,0.03125
18,12,14,5,13,0,1,3,8,2,1575668.154,16.84,0.03125
